"ra","dec","magnitude","class","z","x","y"
"163.20516","28.902081","21.86246","GALAXY","1.339431","-3.552041","109.767"
"162.46389","28.970504","21.86856","GALAXY","0.9312892","-144.7685","125.2163"
"162.94604","28.021142","21.87194","GALAXY","0.8270931","-53.34533","-81.84824"
"162.65826","29.209027","21.87323","GALAXY","0.8495451","-107.5041","176.9703"
"162.97311","29.665699","21.87458","GALAXY","0.8420323","-47.47391","276.3993"
"162.75073","29.196594","21.87591","QSO","2.128322","-89.93102","174.1727"
"163.55698","28.048616","21.87855","GALAXY","0.7376751","63.972","-75.84945"
"163.58069","28.230761","21.88053","GALAXY","0.9564589","68.39207","-36.19896"
"162.45098","29.219256","21.88124","GALAXY","0.8137012","-146.914","179.4489"
"162.9752","28.491194","21.88453","GALAXY","0.9678419","-47.51408","20.3983"
"163.96681","27.878451","21.88609","GALAXY","0.8199869","143.0051","-112.6174"
"164.39407","27.686517","21.88824","QSO","0.6368917","225.7997","-153.8749"
"161.83595","29.138749","21.8902","GALAXY","0.5919222","-264.3208","163.1533"
"162.60136","28.707228","21.8906","GALAXY","0.955443","-118.8222","67.69964"
"163.69155","28.47337","21.89708","GALAXY","0.8989543","89.44434","16.64795"
"164.70958","28.099986","21.89742","QSO","1.053294","285.6622","-63.13224"
"164.4084","29.012574","21.89773","GALAXY","0.8206218","225.6976","135.0923"
"164.47747","28.789227","21.90318","GALAXY","0.9605949","239.3484","86.55556"
"162.67696","29.553502","21.90331","GALAXY","0.7316912","-103.6572","252.1107"
"163.53311","28.639951","21.90339","GALAXY","0.8001255","59.04612","52.78492"
"163.87852","28.60754","21.90466","GALAXY","0.7557966","125.096","46.02363"
"162.94548","27.961627","21.90491","GALAXY","0.9513962","-53.48894","-94.80799"
"163.42284","28.010497","21.90553","GALAXY","0.8207912","38.22711","-84.19272"
"163.0244","27.294415","21.90585","GALAXY","1.113914","-38.6008","-240.2907"
"162.53629","29.290666","21.90627","GALAXY","0.8166093","-130.6089","194.9074"
"164.44025","28.845502","21.91089","GALAXY","0.8235021","232.1129","98.74076"
"162.44069","29.351416","21.91267","GALAXY","1.09727","-148.7076","208.2885"
"162.61733","28.584328","21.91272","GALAXY","0.9295703","-115.8916","40.92728"
"162.84382","29.750362","21.91813","QSO","1.801859","-71.92885","295.045"
"163.06099","28.26084","21.91846","GALAXY","0.7639245","-31.18324","-29.72374"
"162.96505","29.341254","21.91871","GALAXY","1.122997","-49.12536","205.5698"
"162.59865","29.232319","21.92202","GALAXY","0.7932102","-118.8162","182.1119"
"163.57714","28.290309","21.92268","GALAXY","0.6582183","67.67","-23.24662"
"162.26395","28.43973","21.92632","GALAXY","0.7526928","-183.7742","9.906739"
"164.22437","28.064996","21.92731","GALAXY","0.9245735","192.2727","-71.65366"
"162.64961","27.395935","21.9289","GALAXY","0.8239251","-111.0527","-217.9448"
"162.27531","28.802321","21.92993","GALAXY","1.434681","-180.9971","88.85573"
"162.72289","27.858188","21.93051","GALAXY","1.148009","-96.40315","-117.23"
"161.98437","28.834741","21.93078","GALAXY","0.9045819","-236.5303","96.46128"
"163.30283","28.267103","21.93282","GALAXY","0.8524842","15.13332","-28.37769"
"162.01335","28.04333","21.93366","GALAXY","0.8354512","-232.712","-76.00791"
"161.70419","28.134518","21.93466","GALAXY","0.8544825","-292.0992","-55.5083"
"162.22553","28.212067","21.93501","GALAXY","1.094667","-191.5556","-39.61084"
"164.27636","28.322822","21.93639","GALAXY","0.8385687","201.7707","-15.41812"
"164.4728","28.724103","21.93834","GALAXY","0.9109685","238.5941","72.35494"
"163.62085","28.682989","21.9394","GALAXY","0.7825587","75.77946","62.20759"
"162.20347","29.080018","21.93949","GALAXY","0.8514755","-194.244","149.4891"
"162.38616","29.202135","21.9413","GALAXY","0.9503321","-159.2682","175.8096"
"163.4095","28.245916","21.94187","GALAXY","0.9762653","35.57163","-32.96647"
"163.22358","27.598425","21.94772","GALAXY","0.8506933","-0.04269055","-174.0154"
"161.95589","27.655284","21.94858","QSO","2.531807","-244.7843","-160.5242"
"164.49621","28.589209","21.94933","GALAXY","0.8827286","243.3737","43.01408"
"164.03968","27.954227","21.95116","QSO","1.052825","156.9216","-96.02883"
"163.14993","27.964878","21.95454","GALAXY","0.8234316","-14.19473","-94.1453"
"163.78836","27.686319","21.95462","GALAXY","0.9811089","108.8587","-154.6462"
"163.11766","27.633899","21.95572","GALAXY","0.7713988","-20.47284","-166.2729"
"163.03027","27.004749","21.95799","GALAXY","0.6937384","-37.59624","-303.6654"
"164.87109","28.380727","21.95895","GALAXY","1.552013","316.0526","-1.536937"
"163.31492","29.732403","21.95978","GALAXY","0.9792798","17.24575","290.944"
"162.53059","29.037345","21.96136","GALAXY","0.7554806","-131.9778","139.695"
"162.87806","28.043816","21.96474","GALAXY","0.8424606","-66.38978","-76.88419"
"161.91509","28.077883","21.96479","GALAXY","0.8599828","-251.5568","-68.29302"
"162.88127","29.188853","21.96488","GALAXY","0.8104652","-65.11521","172.387"
"164.61888","28.586394","21.96974","GALAXY","1.057234","266.9056","42.67035"
"163.02666","27.908029","21.97046","GALAXY","0.7681697","-37.90819","-106.5068"
"164.25037","28.262043","21.97105","QSO","1.324073","196.8968","-28.69681"
"164.3127","28.588458","21.9726","QSO","0.8631406","208.2267","42.49691"
"162.26046","28.138797","21.97388","GALAXY","0.8135197","-184.9769","-55.62073"
"164.22604","28.862238","21.9753","GALAXY","0.846499","191.1606","101.9841"
"163.71445","27.840081","21.97551","GALAXY","0.9038535","94.44516","-121.189"
"163.21556","29.65876","21.97783","GALAXY","1.067357","-1.561738","274.8131"
"163.67313","29.363793","21.97866","GALAXY","1.075409","85.29419","210.6024"
"163.34018","27.975557","21.98176","GALAXY","0.9795988","22.35913","-91.81619"
"163.14627","28.203368","21.98186","GALAXY","0.9349447","-14.85812","-42.2388"
"162.00895","29.111752","21.98509","GALAXY","0.8129357","-231.2899","156.8085"
"162.07975","29.080628","21.9851","GALAXY","0.8635477","-217.8342","149.8631"
"164.60846","29.060485","21.98666","QSO","2.03279","263.8539","146.0289"
"162.42394","27.789906","21.98807","GALAXY","0.8002052","-154.0961","-131.8366"
"162.36032","28.060195","21.98904","GALAXY","0.8088596","-165.9101","-72.8771"
"164.50973","28.608465","21.98932","GALAXY","0.7834315","245.9214","47.23769"
"161.85105","27.817225","21.99026","GALAXY","0","-264.6273","-125.0041"
"162.06394","27.579459","21.99117","GALAXY","0.8393911","-224.0529","-177.2392"
"163.82666","28.298607","21.99163","GALAXY","0.8377826","115.5042","-21.26428"
"163.05125","27.709692","21.99206","GALAXY","0.2889856","-33.25478","-149.7368"
"162.98515","27.823788","21.9963","GALAXY","0.9480732","-45.93591","-124.8507"
"163.84163","29.435604","21.99862","GALAXY","0.8074238","117.223","226.4339"
"163.70411","29.153985","21.99993","GALAXY","0.9001607","91.33744","164.884"
"163.25158","29.833618","22.00016","GALAXY","0.8955904","5.25422","313.1538"
"163.6703","29.45929","22.00118","GALAXY","1.050367","84.68988","231.433"
"162.74319","29.122727","22.00126","GALAXY","0.8242233","-91.42082","158.0773"
"163.12098","28.380127","22.00194","GALAXY","0.830386","-19.66928","-3.796553"
"162.25372","28.291993","22.00302","GALAXY","0.8166294","-185.996","-22.24827"
"163.38977","27.169312","22.00452","GALAXY","1.356784","32.17479","-267.6235"
"164.43913","28.94452","22.00798","GALAXY","0.6675228","231.699","120.3206"
"164.72669","28.043826","22.01183","GALAXY","0","289.1396","-75.34258"
"162.74542","29.501947","22.01276","GALAXY","1.12499","-90.7104","240.7787"
"163.3326","27.591741","22.01604","GALAXY","1.096857","20.99511","-175.4659"
"163.50319","27.987829","22.02007","GALAXY","1.308584","53.67724","-89.10535"
"162.7447","29.392206","22.02173","GALAXY","0.8176728","-90.92774","216.8312"
"161.78654","27.684566","22.02581","GALAXY","0.8883306","-277.5645","-153.8657"
"162.7117","29.718268","22.02765","GALAXY","0.8701758","-96.96943","288.1449"
"163.0655","28.816773","22.02829","GALAXY","0.7674326","-30.17527","91.21132"
"162.90779","28.917273","22.02869","GALAXY","0.6888015","-60.19997","113.1769"
"163.20749","29.093282","22.02941","GALAXY","1.084708","-3.103923","151.4387"
"163.00133","26.921644","22.03165","GALAXY","0.8283505","-43.27343","-321.9449"
"163.2654","27.159233","22.03543","GALAXY","0.7491067","8.065695","-269.8407"
"162.98823","27.736367","22.03617","GALAXY","0.7884803","-45.38795","-143.9055"
"161.81096","28.360327","22.03621","GALAXY","0.7682531","-270.8848","-6.530149"
"163.36496","27.220334","22.03774","GALAXY","1.008691","27.34892","-256.4791"
"162.67594","29.75244","22.03899","QSO","1.169399","-103.7301","295.6949"
"163.22139","29.260524","22.04087","GALAXY","0.5383817","-0.459276","187.9028"
"163.10926","28.54452","22.04169","GALAXY","0.79567","-21.87926","31.9526"
"163.69866","28.938578","22.04366","GALAXY","0.8017057","90.45821","117.9333"
"162.58485","27.358805","22.04403","GALAXY","0.7606967","-123.6336","-225.9961"
"161.87791","28.209933","22.04415","GALAXY","0.7147455","-258.3855","-39.44417"
"164.74216","28.269605","22.04492","QSO","1.526694","291.4623","-26.08191"
"161.86413","28.231074","22.04663","QSO","1.151574","-260.9845","-34.809"
"163.75955","28.460151","22.04698","GALAXY","0.8397487","102.474","13.82771"
"161.96938","28.053549","22.05245","QSO","4.183743","-241.1568","-73.69981"
"162.68363","28.663254","22.05682","GALAXY","0.9529867","-103.1399","58.03996"
"162.23605","29.018621","22.05823","GALAXY","0.7878819","-188.1353","136.0491"
"162.64533","28.881495","22.0584","GALAXY","0.9185627","-110.2627","105.6053"
"162.23248","29.224548","22.06306","GALAXY","0.903062","-188.4859","180.954"
"162.24143","27.848392","22.06326","GALAXY","1.261365","-189.1788","-118.8553"
"162.6673","29.410571","22.0635","GALAXY","0.8543915","-105.6057","220.9118"
"161.99538","28.499756","22.0652","GALAXY","0.8943012","-235.1412","23.45501"
"163.16245","29.766133","22.0682","GALAXY","0.7131981","-11.61135","298.3355"
"163.30147","27.05026","22.06976","GALAXY","0.8000175","15.07957","-293.6936"
"163.48063","28.524061","22.07042","GALAXY","0.7603795","49.0712","27.54672"
"164.52306","28.308949","22.07109","GALAXY","0.9948348","249.174","-17.98562"
"163.24236","29.261445","22.07269","GALAXY","0.7138761","3.524372","188.1038"
"164.04706","27.214181","22.07396","QSO","1.850022","159.6196","-257.4821"
"163.55402","28.297256","22.07401","GALAXY","0.7945768","63.23515","-21.74701"
"162.97208","26.966874","22.07411","GALAXY","0.8296657","-48.9299","-311.982"
"163.15844","29.219496","22.07469","GALAXY","0.7367923","-12.42204","178.9611"
"162.62104","29.166378","22.07577","GALAXY","0.8899104","-114.6235","167.7125"
"164.33102","28.450531","22.08512","GALAXY","0.9188616","212.0066","12.48885"
"164.36147","28.619314","22.08615","GALAXY","0.7813391","217.5033","49.30654"
"163.34289","29.614784","22.08689","GALAXY","0.9354708","22.55742","265.2119"
"162.50648","27.64519","22.09189","GALAXY","0.7934696","-138.3895","-163.4651"
"162.01912","28.536499","22.09404","GALAXY","0.9162939","-230.5111","31.41181"
"163.23691","29.373514","22.09729","GALAXY","0.7817011","2.486748","212.5424"
"164.60335","28.83115","22.09843","GALAXY","1.311376","263.3559","95.98149"
"162.86938","27.907614","22.10096","GALAXY","0.9984444","-68.16146","-106.5429"
"162.55552","27.333961","22.10201","QSO","0.9469416","-129.3483","-231.3964"
"163.53679","28.412107","22.10428","GALAXY","0.7836949","59.86698","3.224179"
"162.35236","28.475554","22.10563","GALAXY","0.818196","-166.7696","17.5759"
"164.57625","28.927351","22.10645","GALAXY","0.896732","257.9565","116.893"
"162.96374","28.302558","22.10693","GALAXY","0.7461663","-49.79361","-20.62022"
"162.68581","29.121773","22.10966","GALAXY","0.2766962","-102.3404","157.9229"
"164.67036","28.757019","22.11537","GALAXY","0.8127671","276.3765","79.98611"
"162.92646","28.216721","22.11539","GALAXY","0.7664346","-56.98504","-39.2762"
"163.04942","27.634944","22.11557","GALAXY","0.7993357","-33.63533","-166.0323"
"162.63812","27.66513","22.11714","GALAXY","0.7368366","-112.9584","-159.2397"
"164.77018","28.555988","22.12092","GALAXY","0.80404","296.0726","36.4148"
"163.15769","27.323222","22.12311","QSO","0.8410501","-12.79358","-234.0291"
"163.67141","28.952353","22.12411","QSO","1.193077","85.25533","120.9113"
"162.05483","27.994152","22.12597","GALAXY","0.7211569","-224.8342","-86.79725"
"161.90851","29.033927","22.13095","QSO","1.828031","-250.6299","140.0687"
"162.94492","28.374315","22.13181","GALAXY","0.8338907","-53.36083","-5.006676"
"162.35718","28.798749","22.13215","GALAXY","0.8140664","-165.3639","87.95034"
"163.049","28.115799","22.1344","GALAXY","0.7988425","-33.53255","-61.27435"
"162.71941","29.03323","22.13494","GALAXY","0.7956464","-96.01624","138.5927"
"164.74644","28.504821","22.13697","GALAXY","0.828535","291.6364","25.19974"
"164.60996","29.03306","22.13752","GALAXY","0.8429064","264.1948","140.0453"
"162.38331","28.452466","22.13803","GALAXY","0.8686997","-160.873","12.50603"
"163.10313","27.200089","22.13995","GALAXY","0.9223547","-23.38361","-260.9029"
"163.77087","28.702762","22.14133","GALAXY","0.8479884","104.4221","66.64003"
"162.70799","28.585563","22.14285","GALAXY","1.176904","-98.54871","41.10719"
"163.66321","27.391466","22.14764","GALAXY","0.782292","84.98312","-219.0184"
"162.85967","29.655942","22.14777","GALAXY","1.300275","-68.96489","274.3396"
"162.37977","28.874575","22.15521","GALAXY","0.8016927","-160.942","104.4346"
"162.65371","29.327415","22.15941","GALAXY","0.8536298","-108.2605","202.7874"
"162.65112","27.901717","22.16059","GALAXY","0.6978295","-110.1734","-107.6946"
"164.1372","27.711912","22.16086","GALAXY","0.7950208","176.1276","-148.7063"
"161.96138","29.185461","22.16235","QSO","1.888235","-240.2447","173.0158"
"162.30443","28.289741","22.16316","GALAXY","0.8339621","-176.2646","-22.81355"
"162.56886","29.018913","22.16557","GALAXY","0.7412199","-124.7069","135.6321"
"164.4273","29.029701","22.16662","QSO","1.562397","229.2738","138.8676"
"164.36049","28.247782","22.1687","GALAXY","0.7982821","218.0766","-31.61823"
"163.78461","28.138058","22.1695","QSO","5.287048","107.6145","-56.24319"
"164.70675","28.749928","22.17046","GALAXY","0.941943","283.381","78.53439"
"163.25183","28.051959","22.17091","GALAXY","0.5614792","5.379643","-75.189"
"163.023","28.691036","22.17258","GALAXY","0.8774658","-38.31369","63.85382"
"163.25985","27.968755","22.17274","GALAXY","0.8398255","6.925858","-93.30426"
"163.45522","28.220064","22.17305","GALAXY","0.7409055","44.34423","-38.57679"
"164.10828","28.256261","22.17383","GALAXY","1.273966","169.6202","-30.16498"
"164.42179","28.371005","22.17386","GALAXY","0.8248811","229.5842","-4.666316"
"161.80641","29.168975","22.17566","GALAXY","0.8380823","-269.9296","169.8497"
"163.30315","29.006375","22.18085","GALAXY","0.8242332","15.10236","132.4994"
"163.03747","28.896134","22.18179","GALAXY","0.8392341","-35.49819","108.5067"
"163.50457","27.851806","22.18252","GALAXY","0.9514416","54.02654","-118.7355"
"164.37655","27.85405","22.18721","GALAXY","0.8488486","222.0216","-117.3725"
"162.71806","27.909353","22.18859","GALAXY","0.8094508","-97.27903","-106.0797"
"161.92077","27.925387","22.18955","GALAXY","0.7187762","-250.8497","-101.5415"
"163.87596","29.253855","22.19398","GALAXY","0.7832819","123.9266","186.8291"
"161.77502","28.095962","22.19451","GALAXY","1.032845","-278.5255","-64.06737"
"164.65348","29.10026","22.19492","GALAXY","0.956104","272.4066","154.8458"
"163.78464","28.073669","22.20195","GALAXY","0.8484374","107.6937","-70.26132"
"164.19698","29.451334","22.20292","GALAXY","0.4473924","184.7206","230.439"
"163.6846","28.754817","22.20528","GALAXY","0.8686284","87.90521","77.89471"
"163.1608","27.348584","22.20553","QSO","0.3938461","-12.18849","-228.4964"
"162.26424","27.954555","22.21032","GALAXY","0.9228415","-184.5862","-95.75787"
"164.17758","27.556794","22.21386","GALAXY","0.8446476","184.2198","-182.4768"
"163.32962","28.54467","22.2167","GALAXY","0.7572822","20.21108","31.98198"
"161.63356","28.065713","22.21676","GALAXY","1.134696","-305.993","-70.36015"
"163.41664","27.984761","22.22057","GALAXY","0.8205433","37.04708","-89.79807"
"164.39804","28.976742","22.22108","GALAXY","0.9090777","223.788","127.2585"
"164.46664","28.121002","22.22257","GALAXY","0.3578351","238.7673","-59.04219"
"164.59505","28.785833","22.22326","GALAXY","1.118151","261.8673","86.08169"
"163.30199","29.753876","22.22766","GALAXY","0.8661627","14.79657","295.6489"
"163.50202","28.980069","22.2286","GALAXY","1.015082","52.97173","126.8345"
"164.00208","27.68692","22.2294","GALAXY","0.791244","150.0932","-154.3156"
"162.08427","27.446955","22.23246","GALAXY","0.7932464","-220.4629","-206.2202"
"164.4652","28.998973","22.23588","GALAXY","0.8955985","236.5724","132.2506"
"162.52043","29.012039","22.23739","GALAXY","0.7567042","-133.9422","134.1932"
"162.28957","27.634674","22.23949","GALAXY","0.8366247","-180.2909","-165.5036"
"163.37553","29.570443","22.23952","GALAXY","0.8052461","28.75001","255.5329"
"163.85615","29.553417","22.24109","GALAXY","0.9066901","119.8745","252.1877"
"163.91337","27.626872","22.24525","GALAXY","0.8923683","133.058","-167.4953"
"164.4869","29.019546","22.24584","GALAXY","0.8970377","240.6787","136.7872"
"163.82858","28.167805","22.24589","GALAXY","0.7913703","116.0258","-49.73175"
"163.83204","28.4777","22.24634","GALAXY","0.9685149","116.3384","17.71422"
"162.78041","29.316985","22.2491","GALAXY","0.7498968","-84.20232","200.3963"
"161.8328","27.764253","22.25201","QSO","0.5666236","-268.3229","-136.5339"
"162.21008","28.252481","22.25334","GALAXY","1.252156","-194.4481","-30.78527"
"163.18753","27.332836","22.26205","QSO","5.346748","-7.018153","-231.9339"
"163.38338","27.014281","22.26555","GALAXY","0.5160176","30.99769","-301.5793"
"163.55251","29.543586","22.26761","GALAXY","0.8123898","62.30252","249.7488"
"163.05657","28.242345","22.26894","GALAXY","0.8246577","-32.03612","-33.74525"
"163.02675","28.085969","22.27159","QSO","0.07289362","-37.8141","-67.76093"
"164.39328","28.25369","22.27283","GALAXY","0.8306178","224.3635","-30.27269"
"164.16786","27.437621","22.27767","GALAXY","0.9385737","182.5815","-208.5007"
"161.98318","27.671995","22.27914","GALAXY","0.7802302","-239.4513","-156.9182"
"164.16504","29.23711","22.28","GALAXY","0.8429361","178.9314","183.5914"
"164.2814","27.896456","22.28058","GALAXY","0.9451568","203.5842","-108.284"
"162.17961","27.814515","22.28901","GALAXY","0.7680297","-201.1655","-126.1459"
"162.13731","28.339164","22.29113","GALAXY","0.9678608","-208.2523","-11.78689"
"162.07341","28.397621","22.29496","GALAXY","1.427607","-220.3949","1.05867"
"163.36823","29.326653","22.29501","GALAXY","0.9357271","27.42139","202.341"
"163.26749","28.879906","22.2951","GALAXY","0.7783136","8.322255","104.9374"
"164.29672","28.305825","22.29531","GALAXY","0.9830912","205.7121","-19.08601"
"163.80014","29.42254","22.29578","GALAXY","0.8048469","109.3589","223.5365"
"163.08017","29.616437","22.30026","GALAXY","0.7698808","-27.2085","265.5815"
"162.81097","29.531806","22.30112","GALAXY","0.9255162","-78.25982","247.2419"
"164.53259","27.642021","22.30183","GALAXY","0.8268583","252.7507","-163.3773"
"163.57803","28.764091","22.30205","GALAXY","0.9468288","67.55936","79.8332"
"163.90846","28.354005","22.30232","GALAXY","0.7889771","131.1283","-9.127144"
"163.50798","29.045252","22.30604","GALAXY","0.7942528","54.08","141.0443"
"164.36062","28.718366","22.30698","GALAXY","0.7020069","217.1436","70.88203"
"162.83181","28.628066","22.30848","GALAXY","1.248421","-74.84901","50.25622"
"162.40326","28.957904","22.31027","GALAXY","0.8856226","-156.3453","122.5552"
"162.88581","28.151147","22.31052","GALAXY","0.9349267","-64.82469","-53.52588"
"163.58776","28.736322","22.31357","GALAXY","0.7919644","69.43107","73.79399"
"164.63673","27.985017","22.31358","GALAXY","0.8951505","271.9159","-88.3496"
"162.79338","28.888721","22.32435","GALAXY","0.8783908","-82.0228","107.0393"
"164.44056","29.329323","22.32439","GALAXY","0.9647245","231.297","204.3266"
"161.98851","28.045313","22.32647","GALAXY","1.136922","-237.4915","-75.53016"
"161.66528","28.279947","22.32748","GALAXY","0.7244521","-299.1874","-23.71126"
"162.67306","29.631635","22.32783","GALAXY","0.116507","-104.3423","269.2059"
"162.71817","28.254896","22.32839","GALAXY","0.8422218","-96.90028","-30.84894"
"163.75654","28.127326","22.32981","GALAXY","0.01147401","102.2343","-58.60059"
"162.67755","27.347064","22.3319","GALAXY","0.7345793","-105.7024","-228.6298"
"164.7715","28.663343","22.33201","GALAXY","0.8173965","296.0471","59.82627"
"164.4537","29.116848","22.33929","GALAXY","0.6925773","234.1528","157.9386"
"163.25268","28.377497","22.34034","GALAXY","0.822501","5.523172","-4.37687"
"162.18772","28.420967","22.34274","GALAXY","0.8076794","-198.4242","5.943156"
"164.6435","28.789089","22.34284","QSO","1.044922","271.1482","86.91045"
"162.96885","28.869894","22.3432","GALAXY","1.009107","-48.58258","102.8207"
"163.24491","29.320926","22.34389","GALAXY","0.7574853","4.00684","201.0744"
"164.73362","28.620757","22.34484","GALAXY","0.8181084","288.866","50.44059"
"162.83689","28.303205","22.34713","GALAXY","1.080156","-74.09606","-20.41775"
"163.35928","28.334961","22.34875","GALAXY","0.7823449","25.92658","-13.61306"
"163.99255","28.495772","22.35028","QSO","1.02781","147.0625","21.82868"
"162.98157","27.799238","22.35113","GALAXY","1.010139","-46.63817","-130.1999"
"162.91505","29.328375","22.35209","GALAXY","0.7385823","-58.62512","202.7874"
"161.68591","28.121929","22.35239","GALAXY","0.79691","-295.6729","-58.21305"
"163.35262","28.665974","22.35254","GALAXY","0.8789101","24.58068","58.37514"
"162.71948","27.940246","22.35859","GALAXY","0.8061003","-96.97299","-99.3509"
"163.26285","27.357652","22.35876","GALAXY","0.7633469","7.554439","-226.5207"
"163.37418","27.399938","22.36444","GALAXY","1.259466","29.07874","-217.284"
"162.94088","29.047888","22.36886","GALAXY","0.7569197","-53.84188","141.6222"
"164.12542","28.405324","22.36899","GALAXY","1.362378","172.6651","2.315276"
"163.02661","29.51796","22.36917","GALAXY","0.9660758","-37.38281","244.0916"
"164.39223","28.589873","22.3716","GALAXY","0.7084525","223.453","42.95145"
"162.91628","29.367514","22.37532","GALAXY","0.9667587","-58.37237","211.3219"
"161.79267","28.145707","22.37721","GALAXY","0.9980091","-274.9796","-53.26126"
"162.91673","29.06022","22.38092","GALAXY","0.9296954","-58.43305","144.324"
"163.53238","28.718116","22.38242","GALAXY","0.7915716","58.87022","69.79613"
"163.66765","27.691527","22.38291","GALAXY","0.8614918","85.57073","-153.5927"
"162.57863","29.047183","22.38548","GALAXY","0","-122.8162","141.7813"
"162.93156","27.981866","22.38664","GALAXY","0.9803268","-56.15205","-90.39529"
"164.18738","29.502839","22.39357","GALAXY","0.7881812","182.8367","241.6914"
"164.35392","28.503885","22.39885","GALAXY","0.8230939","216.2893","24.15051"
"163.1002","28.923309","22.40273","QSO","0.8866502","-23.54239","114.4076"
"164.22617","29.557408","22.40338","GALAXY","0","190.1639","253.7404"
"164.0507","29.080526","22.41038","GALAXY","0.8465897","157.3876","149.2737"
"163.42484","28.384121","22.41076","GALAXY","0.8281882","38.45734","-2.906831"
"162.61037","29.474289","22.4172","GALAXY","0.7662757","-116.3551","234.8829"
"162.06993","28.486442","22.41809","GALAXY","0.9052305","-220.8781","20.41106"
"163.24606","28.862049","22.42019","GALAXY","0.9605089","4.240036","101.0464"
"162.56068","29.098579","22.42338","GALAXY","1.0415","-126.1801","153.0034"
"163.49239","27.550335","22.42569","GALAXY","1.169918","51.85559","-184.4552"
"163.60598","28.008687","22.42749","GALAXY","0.8110143","73.41791","-84.52111"
"162.85409","28.911559","22.42754","GALAXY","0.838441","-70.43652","111.968"
"162.20251","28.591069","22.43544","GALAXY","0.9377828","-195.279","42.96335"
"162.0888","27.33031","22.43549","GALAXY","0.9420424","-219.9211","-231.7647"
"164.42583","28.538427","22.44055","GALAXY","0.727554","229.9979","31.80976"
"163.04427","29.537039","22.44173","GALAXY","0.8491778","-34.02968","248.25"
"162.40011","28.547553","22.44283","GALAXY","0.819292","-157.5152","33.18526"
"164.55054","28.27782","22.45399","GALAXY","0.8608255","254.5321","-24.71127"
"164.56201","27.883307","22.4546","GALAXY","0.8035702","257.7583","-110.6706"
"164.53274","28.639931","22.45809","GALAXY","0.8535141","250.2596","54.14278"
"162.56846","28.808398","22.46029","GALAXY","0.8885634","-125.0034","89.76942"
"163.19487","28.007198","22.46074","GALAXY","0.8178305","-5.556849","-84.93313"
"163.36174","28.384517","22.4614","GALAXY","0.9645966","26.38466","-2.837079"
"162.64012","29.304212","22.46252","GALAXY","0.8501007","-110.8639","197.7418"
"161.64361","27.882933","22.46254","QSO","1.20045","-304.6671","-110.2793"
"162.72759","27.66081","22.46821","GALAXY","0.8254645","-95.70077","-160.2483"
"162.60242","27.932876","22.469","GALAXY","0.835049","-119.5103","-100.867"
"163.53224","28.027373","22.47055","GALAXY","0.8364465","59.23397","-80.48435"
"162.91643","27.922425","22.47129","GALAXY","0.975443","-59.10002","-103.3361"
"163.00591","29.295862","22.4714","GALAXY","1.018394","-41.38326","195.6536"
"163.04942","29.063065","22.47349","GALAXY","0.9733455","-33.18068","144.8818"
"164.64196","28.455747","22.47479","GALAXY","0.8282017","271.6631","14.25429"
"161.67916","27.972841","22.48153","QSO","1.799288","-297.4529","-90.72076"
"163.20508","28.697023","22.48204","GALAXY","0.8621097","-3.572554","65.11732"
"163.57813","27.626857","22.48997","GALAXY","0","68.35561","-167.7368"
"163.51934","28.523566","22.49508","GALAXY","1.009862","56.47098","27.45735"
"164.39413","28.229836","22.49603","GALAXY","0.9748901","224.5783","-35.46711"
"161.55517","28.623088","22.49849","GALAXY","0.8951145","-319.4847","51.41196"
"162.46779","28.330915","22.50207","GALAXY","0.9535282","-144.8479","-14.06293"
"163.66673","29.062027","22.50501","QSO","1.164955","84.29008","144.8084"
"163.37379","26.992756","22.50969","GALAXY","0.779099","29.14376","-306.3073"
"162.59821","28.77108","22.51362","GALAXY","0.7898867","-119.3605","81.60746"
"164.51806","27.917395","22.51716","GALAXY","0.8220523","249.1774","-103.3183"
"163.12908","28.238711","22.5177","GALAXY","0.9476463","-18.14556","-34.54932"
"162.81168","28.92783","22.52916","GALAXY","0.8559416","-78.51012","115.5451"
"163.55224","28.866682","22.53467","GALAXY","0.7928713","62.58968","102.1587"
"162.8643","29.713884","22.53631","GALAXY","0.8037787","-68.0639","287.0263"
"163.37397","28.814262","22.55279","GALAXY","0.8119023","28.62326","90.65991"
"162.66414","29.151249","22.56174","GALAXY","1.047785","-106.438","164.3695"
"162.75512","28.69201","22.56544","GALAXY","0.8074415","-89.45719","64.23405"
"164.10295","28.537997","22.56709","GALAXY","1.027509","168.1485","31.17066"
"163.96826","28.847605","22.56836","GALAXY","0.6674864","141.9701","98.41039"
"162.595","27.980244","22.57001","GALAXY","1.134645","-120.878","-90.54288"
"163.17492","28.328615","22.57913","GALAXY","0.8353583","-9.355666","-15.0036"
"163.4809","28.11721","22.58012","GALAXY","1.154672","49.32178","-60.94734"
"163.86272","27.985714","22.58668","GALAXY","0.8644274","122.817","-89.35158"
"162.35198","27.359442","22.59328","GALAXY","0.8434501","-168.7419","-225.6441"
"163.76728","29.052096","22.59798","QSO","6.547149","103.4423","142.7345"
"163.95282","28.690266","22.60364","GALAXY","0.7891105","139.2109","64.12337"
"162.33701","28.211392","22.61386","GALAXY","1.00408","-170.1395","-39.91957"
"162.40826","27.312588","22.62236","GALAXY","0.8117235","-157.9218","-235.939"
"162.69604","28.815438","22.62769","GALAXY","0.782936","-100.6434","91.16452"
